acc,f1,precision,recall,aupr,auc,fold,best_epoch,best_val_aupr,seconds
0.9738570435621374,0.9740696447414703,0.9679548123706728,0.9802622263755557,0.9921410902782363,0.9939892149220934,1,81,0.991845311549564,1659.0859661102295
0.9762259386924266,0.9764322074415727,0.9671300036212708,0.985915093000142,0.9912651426650844,0.9938430183619514,2,76,0.9918377035055602,1601.390352010727
0.9743251485878832,0.974365510990256,0.9711744776962168,0.9775775832670228,0.9920741977467481,0.9942035751318328,3,194,0.9928917752314179,2999.209133863449
0.9746797736073876,0.9746977192509958,0.9718461147072956,0.9775661074779641,0.9916930757651211,0.994151943700232,4,197,0.992892858635791,3049.946739912033
0.9726793009532456,0.9729129162916291,0.9675786057961284,0.9783063694988121,0.9916061988472057,0.993633112645019,5,94,0.9908821786952893,1600.345421075821
