acc,f1,precision,recall,aupr,auc,fold,best_epoch,best_val_aupr,seconds
0.976013163680724,0.9764579765832742,0.9603735348888158,0.9930903633222893,0.9928355065609754,0.9947733957482054,1,53,0.992671159579111,1594.3333323001862
0.9784955388172546,0.9787603676305761,0.9659577998396062,0.9919068578730654,0.9936633405130628,0.9953594954533709,2,49,0.99392824466622,1513.1869795322418
0.9775876987673234,0.9778519162297794,0.9648409405255878,0.9912185972490621,0.993403808300316,0.9952716573061576,3,38,0.9936688149330476,1301.7854170799255
0.9774600337603019,0.9777116968005274,0.9648146610192951,0.9909582030139323,0.9934945750358445,0.9953376898472879,4,38,0.9936286404291861,1359.6949570178986
0.9748638220608261,0.9754086985483916,0.9575227508037709,0.9939755628464758,0.9929173541496334,0.9946566243390345,5,36,0.9929460546715455,1282.98006606102
