geneId,cid
2,CID000072341
2,CID000007029
2,CID006324910
2,CID000005033
2,CID005481702
2,CID005323531
2,CID105274587
2,CID005274587
2,CID005318880
2,CID000072343
2,CID100132278
2,CID014583584
2,CID114583584
2,CID000132278
2,CID000005610
2,CID000003784
2,CID100003784
2,CID100002130
2,CID000002130
2,CID010416810
2,CID000004253
2,CID000005611
2,CID005320251
2,CID100028683
2,CID000007795
2,CID000004545
2,CID000445355
2,CID005288641
2,CID000072260
2,CID000011553
2,CID000100533
2,CID000068056
2,CID017756791
2,CID005280441
2,CID006918113
2,CID005281771
2,CID100372975
2,CID000068072
2,CID000222851
2,CID100000965
2,CID000000965
2,CID000000972
2,CID000000205
2,CID000439435
2,CID005281176
2,CID000294520
2,CID010429233
2,CID110429233
2,CID000025736
2,CID000008419
2,CID005359407
2,CID000000996
2,CID000853473
2,CID005281801
2,CID005281724
2,CID005318433
2,CID000000569
2,CID000637760
2,CID000656510
2,CID000161726
2,CID105281614
2,CID005281614
2,CID000000837
2,CID000065754
2,CID000000247
2,CID000024171
2,CID100010446
2,CID000010446
2,CID000165581
2,CID000000787
2,CID000068266
2,CID100068245
2,CID000068245
2,CID000001120
2,CID000006058
2,CID100009476
2,CID100079784
2,CID000079784
2,CID000017304
2,CID000073614
2,CID005318484
2,CID105318484
2,CID005281915
2,CID005280389
2,CID000018830
2,CID100085779
2,CID000008555
2,CID000085779
2,CID100000307
2,CID000969623
2,CID000119093
2,CID100119093
2,CID100125073
2,CID014525327
2,CID000006191
2,CID010718549
2,CID110718549
2,CID000186960
2,CID000009001
2,CID005481241
2,CID005280460
2,CID000007364
2,CID000000357
2,CID100182497
2,CID006474310
2,CID000020527
2,CID000010337
2,CID100031404
2,CID000092812
2,CID005315930
2,CID000638014
2,CID000031404
2,CID005281790
2,CID000006129
2,CID000011366
2,CID000005880
2,CID005481990
2,CID000122726
2,CID000001188
2,CID005273472
2,CID000107724
2,CID100000140
2,CID000002267
2,CID000012405
2,CID000007055
2,CID005281437
2,CID000016748
2,CID000072305
2,CID000072277
2,CID005281711
2,CID000107986
2,CID000034443
2,CID000068247
2,CID100068079
2,CID000068079
2,CID000441889
2,CID005280374
2,CID000091521
2,CID000104799
2,CID105280378
2,CID000003030
2,CID000637564
2,CID000151315
2,CID000145949
2,CID000122746
2,CID000073149
2,CID011596309
2,CID009912093
2,CID000107908
2,CID105281807
2,CID005281807
2,CID000010290
2,CID000072437
2,CID000002347
2,CID000003631
2,CID005280355
