geneId,cid
121,CID000000799
121,CID005311111
121,CID000005958
121,CID000000587
121,CID000011851
121,CID000015404
121,CID000010466
121,CID000029510
121,CID000000527
121,CID000000312
121,CID000002538
121,CID000000128
121,CID000000180
121,CID000000591
121,CID000005790
121,CID000005998
121,CID000012523
121,CID000023995
121,CID000445241
121,CID100000305
121,CID100012523
121,CID005280965
121,CID000000603
121,CID000000997
121,CID000002971
121,CID000006199
121,CID000000403
121,CID000001000
121,CID000000987
121,CID000005952
121,CID000006323
121,CID000439244
121,CID000439216
121,CID000006294
121,CID100000314
121,CID000000285
121,CID000024764
121,CID000024405
121,CID000024262
121,CID000000263
121,CID000006028
121,CID000005193
121,CID000000893
121,CID000000612
121,CID000440938
121,CID000024443
121,CID000000791
121,CID100000247
121,CID000006256
121,CID000005755
121,CID000005951
121,CID000006169
121,CID000000187
121,CID000440017
121,CID000001033
121,CID005280353
121,CID100000187
121,CID000000892
121,CID000006077
121,CID000006288
121,CID000001189
121,CID100001183
121,CID000062699
121,CID000006268
121,CID000006142
121,CID000643774
121,CID005280344
121,CID005281858
129,CID005280486
129,CID000008534
129,CID100008534
129,CID000008080
129,CID100011006
129,CID000011006
129,CID000000890
129,CID000006087
129,CID100000314
129,CID000006275
129,CID100000774
129,CID100000957
129,CID000000957
129,CID000072304
129,CID000000312
129,CID100000323
129,CID000637552
129,CID000689056
129,CID000444551
