acc,f1,precision,recall,aupr,auc,fold,best_epoch,best_val_aupr,seconds
0.9752188036370342,0.9757256596590198,0.9578513749454387,0.9942797270127148,0.9917573242808553,0.9942300096227735,1,395,0.9920609846988079,878.3423941135406
0.9771763337446984,0.9775251079046249,0.9619254453485815,0.9936390742581286,0.9912985727462714,0.9946753003968439,2,442,0.992146719575022,973.6362869739532
0.9740981885754004,0.9746529705719045,0.9526484315640942,0.9976980788905309,0.9916047799099001,0.9941869700783842,3,347,0.9923949129631839,778.9110374450684
0.9742116685816418,0.9745712926958906,0.9590904085453144,0.9905601364799546,0.9928831772819823,0.9944292621729125,4,132,0.992971591803725,336.9926726818085
0.9750907852927826,0.975626682952558,0.9578904333605888,0.9940321303314854,0.9918289593538103,0.9943568524859719,5,307,0.9920682827696693,696.6457254886627
