herbid,cid,smiles
HERB001102,HBIN047278,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2
HERB001103,HBIN026465,COC1=C(C=CC(=C1)C=CC(=O)O)[O-]
HERB001104,HBIN004664,CC1=CC=C(S1)C
HERB001104,HBIN005603,CCC1SCCCS1
HERB001104,HBIN006853,C=CC1SCC=CS1
HERB001104,HBIN006856,C=CC1SCC=CS1
HERB001104,HBIN008392,C1=CSC=C1Cl
HERB001104,HBIN008760,CC(C)CCSCC=C
HERB001104,HBIN008882,CC(C)SC
HERB001104,HBIN014684,C1=NC2=NC=NC(=C2N1)N
HERB001104,HBIN014685,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
HERB001104,HBIN014956,C=CCSSC=CCS(=O)CC=C
HERB001104,HBIN015200,C=CCSS(=O)CC=C
HERB001104,HBIN015205,C=CCSSSCC=C
HERB001104,HBIN015247,C=CCSSCC=C
HERB001104,HBIN015260,C=CCSCC=C
HERB001104,HBIN015856,Not Available
HERB001104,HBIN016408,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
HERB001104,HBIN017343,C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O
HERB001104,HBIN020976,CC(=CCCC(=CC=O)C)C
HERB001104,HBIN020981,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=O)C)C
HERB001104,HBIN023556,C=CCSSCC=C
HERB001104,HBIN023558,C=CCSSCC=C
HERB001104,HBIN023561,C=CCSSSCC=C
HERB001104,HBIN024234,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)C
HERB001104,HBIN024276,C1CSSC1
HERB001104,HBIN024332,CSSC
HERB001104,HBIN024875,CCOC(=O)C
HERB001104,HBIN026460,[Fe]
HERB001104,HBIN027528,CC(=CCCC(=CCO)C)C
HERB001104,HBIN029313,CCCCCC=O
HERB001104,HBIN030962,CC(=O)OC1CCC2(C(C1(C)C)CCC3=C2CCC4(C3(CCC5(C4CC(CC5)(C)C)C)C)C)C
HERB001104,HBIN031753,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001104,HBIN032567,C=CCS(=O)CC(C(=O)O)N
HERB001104,HBIN032578,C(CN)C(C(=O)O)N
HERB001104,HBIN036130,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O
HERB001104,HBIN036907,C1=CC(=CN=C1)C(=O)O
HERB001104,HBIN037146,CN(C)CCC1=CNC2=CC=CC=C21
HERB001104,HBIN039156,CCCCC=O
HERB001104,HBIN040864,CCCCSSCCC
HERB001104,HBIN040932,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C
HERB001104,HBIN043449,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
HERB001104,HBIN044047,CC(C)C1CCC2C1(CCC3(C2(CCC4(C3CC=C5C4CCC(C5(C)C)O)C)C)C)C
HERB001104,HBIN044204,CSCC(C(=O)O)NS
HERB001104,HBIN044240,CCOC(=O)C1=CC=C(C=C1)O
HERB001104,HBIN045137,O=S=O
HERB001104,HBIN047060,C[N+]1=CC=CC(=C1)C(=O)[O-]
HERB001104,HBIN048038,C1=CC(=CN=C1)C(=O)O
HERB001104,HBIN048047,C(C(C1C(=C(C(=O)O1)O)O)O)O
HERB001104,HBIN048051,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
HERB001106,HBIN019502,CC1(C2CCC1(C(=O)C2)C)C
HERB001106,HBIN020873,CCC=CCC1=C(CCC1=O)C
HERB001109,HBIN031753,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001109,HBIN033793,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C
HERB001109,HBIN041495,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
HERB001112,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001112,HBIN022771,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001112,HBIN027501,C=CC1=CN=CC2=C1CCOC2=O
HERB001112,HBIN027510,C=CC1C(OC=C2C1=CCOC2=O)OC3C(C(C(C(O3)CO)O)O)O
HERB001112,HBIN037940,CC1(CC2C(CCC3(C2=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C)C(C1)C(=O)O)C
HERB001113,HBIN048051,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
HERB001115,HBIN032488,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
HERB001115,HBIN037940,CC1(CC2C(CCC3(C2=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C)C(C1)C(=O)O)C
HERB001115,HBIN037943,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C
HERB001117,HBIN015117,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001117,HBIN015424,CC1=CC2C(CCC(C2CC1)(C)O)C(C)C
HERB001117,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001117,HBIN019817,CC1=CCCC(=C)C2CC(C2CC1)(C)C
HERB001117,HBIN019825,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
HERB001117,HBIN019919,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
HERB001117,HBIN019998,COC1=CC(=CC(=C1O)OC)C(=O)O
HERB001117,HBIN020363,CC=CC1=CC(=C(C=C1)O)O.CC1CC(CC(C1O)O)(C(=O)O)O
HERB001117,HBIN021801,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
HERB001117,HBIN025041,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
HERB001117,HBIN025288,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
HERB001117,HBIN029771,C1=CC(=C(C=C1CCO)O)O
HERB001117,HBIN033388,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)OC
HERB001117,HBIN034159,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)C)O)O)C)O)C)C2C1C)C)C(=O)O
HERB001117,HBIN037220,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC
HERB001117,HBIN038377,C1C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=C(C=C3)O)O)O)O)O)(CO)O
HERB001117,HBIN039756,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC
HERB001117,HBIN040907,C1=CC(=C(C=C1C(=O)O)O)O
HERB001117,HBIN040908,C1=CC(=C(C=C1C(=O)O)O)[O-]
HERB001117,HBIN042854,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O
HERB001117,HBIN043161,CC(C)C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)(C=C)O
HERB001117,HBIN044158,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001117,HBIN046570,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O
HERB001117,HBIN047060,C[N+]1=CC=CC(=C1)C(=O)[O-]
HERB001117,HBIN047452,C1=CC(=CC=C1CCO)O
HERB001117,HBIN047738,COC1=C(C=CC(=C1)C(=O)O)O
HERB001117,HBIN048038,C1=CC(=CN=C1)C(=O)O
HERB001117,HBIN048047,C(C(C1C(=C(C(=O)O1)O)O)O)O
HERB001120,HBIN015834,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O
HERB001120,HBIN016408,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
HERB001120,HBIN024391,C1C2C(O2)C(C=C1C(=O)O)O
HERB001120,HBIN029548,CN(C)CCC1=CC=C(C=C1)O
HERB001120,HBIN033167,COC1=C(C=CC(=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)O
HERB001125,HBIN004303,CCCCCC=CC=CC=O
HERB001125,HBIN007658,CC1=CC(=CC(=C1)OC)OC
HERB001125,HBIN019817,CC1=CCCC(=C)C2CC(C2CC1)(C)C
HERB001125,HBIN019825,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
HERB001125,HBIN021422,CC1=CCC2C3C1C2(CCC3C(C)C)C
HERB001125,HBIN021578,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
HERB001125,HBIN021834,CC1CCC(C2C1(CCC(=C2)C)O)C(C)C
HERB001125,HBIN025287,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
HERB001125,HBIN026067,COC1=C(C=CC(=C1)CC=C)O
HERB001125,HBIN031192,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
HERB001125,HBIN031193,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
HERB001125,HBIN031752,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
HERB001125,HBIN035415,COC(=O)C1=CC=CC=C1O
HERB001125,HBIN036308,C1=CC=C2C=CC=CC2=C1
HERB001125,HBIN039794,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
HERB001125,HBIN042297,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
HERB001125,HBIN046019,CCCCCCCCCCCCCCCCCCCCCCCC
HERB001125,HBIN047613,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)[O-]
HERB001125,HBIN048761,CC(=CCCC(=CCO)C)C
HERB001126,HBIN042297,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
HERB001129,HBIN034216,C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC)C
HERB001129,HBIN034250,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O
HERB001135,HBIN015369,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC(=O)C)C)C)C2C1C)C)C
HERB001136,HBIN021473,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O
HERB001136,HBIN025006,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O.O.O
HERB001136,HBIN027030,C1=C(C=C(C(=C1O)O)O)C(=O)O
HERB001144,HBIN035635,CC1(C=CC2=C(O1)C3=CC=CC=C3C(=C2C(=O)OC)O)C
HERB001145,HBIN015890,C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O
HERB001145,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001145,HBIN036092,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
HERB001145,HBIN036130,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O
HERB001145,HBIN041495,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
HERB001145,HBIN041604,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
HERB001145,HBIN045672,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
HERB001148,HBIN017893,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
HERB001148,HBIN021430,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6
HERB001148,HBIN031499,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC
HERB001148,HBIN038666,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
HERB001148,HBIN040936,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
HERB001152,HBIN005174,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O
HERB001152,HBIN005188,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2=C1C)C)C(=O)O
HERB001152,HBIN038254,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
HERB001152,HBIN047613,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)[O-]
HERB001153,HBIN004074,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3
HERB001153,HBIN015547,CC1=CCC(C=CCC(=CCC1)C)(C)C
HERB001153,HBIN015580,CC1=CCC(CC1)C(=C)C
HERB001153,HBIN017987,CC1=CCC(CC1)C(=C)CCC=C(C)C
HERB001153,HBIN018148,CC1=CCC(C=CCC(=C)CCC1)(C)C
HERB001153,HBIN024310,CC1=CCC(CC1)C(=C)C
HERB001153,HBIN033265,CC(=CCCC(C)(C=C)O)C
HERB001157,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001157,HBIN022771,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001157,HBIN045541,CC1(CCC2(CC=C3C4(CCC5C(C(CCC5(C4CCC3(C2C1)C)C)O)(C)C)C)C)C
HERB001164,HBIN002080,CCC(C)C(C(=O)NC1C(OC2=CC=C(C=C2)C=CNC(=O)C(NC1=O)CC(C)C)C(C)C)N(C)C
HERB001164,HBIN003333,CC1=CCC(CC1)(C(C)C)O
HERB001164,HBIN003405,CCCCCCCCCCCCCCCC(=O)OCC1=CC2C3C(C3(C)C)CC(C4(C2=O)C=C(C(C4(C1O)O)O)C)C
HERB001164,HBIN003526,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C(C(C5(C)C)O)C(=O)O)C)C)C(=O)O
HERB001164,HBIN004305,CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
HERB001164,HBIN005294,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
HERB001164,HBIN005301,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O
HERB001164,HBIN007058,CC(C)(CO)C(C(=O)NCCC(=O)O)O
HERB001164,HBIN010884,CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C
HERB001164,HBIN010887,CC1=CC(=O)CC(C1(C=CC(C)O)O)(C)C
HERB001164,HBIN014668,C1(C(C(OC(C1O)O)C(=O)O)O)O
HERB001164,HBIN014735,CCC(C)C1C(=O)NC=CC2=CC=C(C=C2)OC(C(C(=O)N1)NC(=O)C(CC(C)C)N(C)C)C(C)C
HERB001164,HBIN015749,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O
HERB001164,HBIN015750,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O
HERB001164,HBIN017056,C(C(C(=O)O)N)C(=O)O
HERB001164,HBIN017075,COC1=C(C=C2CCNC3C2=C1C4=CC=CC=C4C3)O
HERB001164,HBIN017893,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
HERB001164,HBIN018006,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
HERB001164,HBIN018094,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C
HERB001164,HBIN018278,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001164,HBIN018374,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
HERB001164,HBIN018382,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O
HERB001164,HBIN019919,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
HERB001164,HBIN019921,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
HERB001164,HBIN019933,C1C(C(OC2=C1C(=CC(=C2)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O)O
HERB001164,HBIN019948,C1=CC=C(C(=C1)O)O
HERB001164,HBIN019995,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C(C(C5(C)C)O)C(=O)O)C)C)C(=O)O
HERB001164,HBIN021159,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
HERB001164,HBIN021620,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
HERB001164,HBIN021802,C(C(C(=O)O)N)C(=O)N
HERB001164,HBIN021985,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
HERB001164,HBIN021990,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C
HERB001164,HBIN022017,CC1=COC2=C1CC(C(C2)(C)C=C)C(=C)C
HERB001164,HBIN022543,C1CC2N(C1)C3=C(CCC3=O)CO2
HERB001164,HBIN022755,CCCCCCCCCCCCCCCCC(=O)O.[Pb]
HERB001164,HBIN022771,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001164,HBIN022819,CC1(C2CCC(C2)C1=C)C
HERB001164,HBIN023530,C(C1C(C(C(C(O1)O)O)O)O)O
HERB001164,HBIN024976,COC1=CC(=CC(=C1OC)OC)CC=C
HERB001164,HBIN026829,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
HERB001164,HBIN028044,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O
HERB001164,HBIN028076,C(C(=O)O)N
HERB001164,HBIN029980,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
HERB001164,HBIN030634,CC1CCC2C13CC(=C(C)C)C(O3)(CC2=C)O
HERB001164,HBIN031566,CCC(C)C1C(=O)NC=CC2=C(C=CC(=C2)OC3CCN(C3C(=O)N1)C(=O)C(CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N(C)C)OC
HERB001164,HBIN031592,CC(=CC1CC(C2C3CCC4C5(CCC(C(C5CCC4(C36CC2(O1)OC6)C)(C)C)O)C)(C)O)C
HERB001164,HBIN031595,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)COC1C(C(C(C(O1)CO)O)O)O)O)O)OC1C(C(C(CO1)O)O)O)O)O)O
HERB001164,HBIN032992,CC(C)CC(C(=O)O)N
HERB001164,HBIN033330,CCCCCC=CCC=CCCCCCCCC(=O)O
HERB001164,HBIN033583,CC(C(=O)O)N
HERB001164,HBIN033751,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C
HERB001164,HBIN033890,CC(C)C(C(=O)O)N
HERB001164,HBIN034033,COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC=CC=C42)OC
HERB001164,HBIN034281,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O
HERB001164,HBIN034527,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1)C)C(=O)O)C
HERB001164,HBIN034566,CC(C)C(C(=O)N1CCC2C1C(=O)NC(C(=O)NC=CC3=CC=C(O2)C=C3)CC4=CC=CC=C4)NC(=O)C(C)N(C)C
HERB001164,HBIN034568,CCC(C)C1C(=O)NC=CC2=CC=C(C=C2)OC3CCN(C3C(=O)N1)C(=O)C(CC(C)C)NC(=O)C(C(C)CC)N(C)C
HERB001164,HBIN035214,COC1=C(C=C(C=C1)CC=C)OC
HERB001164,HBIN035598,C(C(C(=O)O)O)C(=O)O
HERB001164,HBIN036159,CCCCCCCCCCCCCC(=O)O
HERB001164,HBIN036162,COC1=CC(=CC2=C1OCO2)CC=C
HERB001164,HBIN036907,C1=CC(=CN=C1)C(=O)O
HERB001164,HBIN037367,COC1=C(C2=C3C(CC4=CC=CC=C42)NCCC3=C1)OC
HERB001164,HBIN037567,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC
HERB001164,HBIN037940,CC1(CC2C(CCC3(C2=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C)C(C1)C(=O)O)C
HERB001164,HBIN038023,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1)C)C(=O)O)C
HERB001164,HBIN038026,CCCCCCCCC=CCCCCCCCC(=O)O
HERB001164,HBIN038680,CCCCCCCCCCCCCCCC(=O)O
HERB001164,HBIN038995,C1=CC(=CC=C1C=CC(=O)S)O
HERB001164,HBIN040523,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1(C)O)C)C(=O)O
HERB001164,HBIN040811,C1CC(NC1)C(=O)O
HERB001164,HBIN040936,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
HERB001164,HBIN041495,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
HERB001164,HBIN042307,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
HERB001164,HBIN042670,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
HERB001164,HBIN042761,C=CCC1=CC2=C(C=C1)OCO2
HERB001164,HBIN043428,COC1=C(C=C2C(NCCC2=C1)CC3=CC=C(C=C3)O)O
HERB001164,HBIN043442,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
HERB001164,HBIN044070,COC1=CC(=CC(=C1O)OC)C=CCO
HERB001164,HBIN044152,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C
HERB001164,HBIN044730,CCCCCCCCCCCCCCCCCC(=O)O
HERB001164,HBIN044735,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
HERB001164,HBIN044797,COC1=C(C2=C3C(CC24C=CC(=O)C=C4)NCCC3=C1)OC
HERB001164,HBIN044799,COC1=C(C=C2C3CC4=C(CN3CCC2=C1)C(=C(C=C4)O)OC)O
HERB001164,HBIN044918,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
HERB001164,HBIN045073,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
HERB001164,HBIN045194,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)C4C(C(C(C(O4)CO)O)O)O
HERB001164,HBIN045205,CC1=CCCC(C1)C(=C)C
HERB001164,HBIN045516,C(C(C(=O)O)O)(C(=O)O)O
HERB001164,HBIN046299,[H+].CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-].[Cl-]
HERB001164,HBIN047242,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
HERB001164,HBIN047613,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)[O-]
HERB001164,HBIN048066,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
HERB001164,HBIN048166,CC1=CC(=O)CC(C1(C=CC(C)O)O)(C)C
HERB001164,HBIN048174,CC1C2CCC3(C(C2OC1=O)C(C=CC3=O)(C)O)C
HERB001164,HBIN048342,C1=CC=C(C=C1)CO
HERB001164,HBIN049018,C1=CC=C(C=C1)COC2C(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O
HERB001164,HBIN049021,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(C(C(C5(C)C)O)C=O)C)C)C(=O)O
HERB001164,HBIN049051,CCCCCCC=CCCCCCCCC(=O)O
HERB001165,HBIN004074,C1=CC=C(C=C1)C2=C(C2=O)C3=CC=CC=C3
HERB001165,HBIN004455,CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
HERB001165,HBIN008795,CC=C(C)C(=O)OCC=CC1=CC(=C(C=C1)OC(=O)C)OC
HERB001165,HBIN012857,CCCCC#CCC#CCCCCCC(=O)O
HERB001165,HBIN015448,CC1CCC2C13CC=C(C(C3)C2(C)C)C
HERB001165,HBIN015462,CC1=CCC2C3C1C2(CCC3C(C)C)C
HERB001165,HBIN015547,CC1=CCC(C=CCC(=CCC1)C)(C)C
HERB001165,HBIN015634,CC1CCC23C1CC(C2(C)C)CC=C3C
HERB001165,HBIN015749,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O
HERB001165,HBIN016083,CC=C(C)C(=O)O
