protein_id,compound_id
HBTAR000233,HBIN044165
HBTAR000233,HBIN044179
HBTAR000233,HBIN044182
HBTAR000233,HBIN044184
HBTAR000233,HBIN044192
HBTAR000233,HBIN044212
HBTAR000233,HBIN044218
HBTAR000233,HBIN044225
HBTAR000233,HBIN044226
HBTAR000233,HBIN044227
HBTAR000233,HBIN044229
HBTAR000233,HBIN044239
HBTAR000233,HBIN044258
HBTAR000233,HBIN044262
HBTAR000233,HBIN044303
HBTAR000233,HBIN044305
HBTAR000233,HBIN044322
HBTAR000233,HBIN044333
HBTAR000233,HBIN044352
HBTAR000233,HBIN044355
HBTAR000233,HBIN044386
HBTAR000233,HBIN044393
HBTAR000233,HBIN044426
HBTAR000233,HBIN044430
HBTAR000233,HBIN044431
HBTAR000233,HBIN044442
HBTAR000233,HBIN044455
HBTAR000233,HBIN044475
HBTAR000233,HBIN044506
HBTAR000233,HBIN044517
HBTAR000233,HBIN044523
HBTAR000233,HBIN044638
HBTAR000233,HBIN044656
HBTAR000233,HBIN044692
HBTAR000233,HBIN044693
HBTAR000233,HBIN044730
HBTAR000233,HBIN044765
HBTAR000233,HBIN044772
HBTAR000233,HBIN044776
HBTAR000233,HBIN044780
HBTAR000233,HBIN044796
HBTAR000233,HBIN044821
HBTAR000233,HBIN044834
HBTAR000233,HBIN044846
HBTAR000233,HBIN044850
HBTAR000233,HBIN044854
HBTAR000233,HBIN044864
HBTAR000233,HBIN044869
HBTAR000233,HBIN044872
HBTAR000233,HBIN044879
HBTAR000233,HBIN044887
HBTAR000233,HBIN044890
HBTAR000233,HBIN044892
HBTAR000233,HBIN044893
HBTAR000233,HBIN044909
HBTAR000233,HBIN044913
HBTAR000233,HBIN044916
HBTAR000233,HBIN044927
HBTAR000233,HBIN045010
HBTAR000233,HBIN045035
HBTAR000233,HBIN045047
HBTAR000233,HBIN045051
HBTAR000233,HBIN045052
HBTAR000233,HBIN045053
HBTAR000233,HBIN045054
HBTAR000233,HBIN045104
HBTAR000233,HBIN045128
HBTAR000233,HBIN045135
HBTAR000233,HBIN045144
HBTAR000233,HBIN045145
HBTAR000233,HBIN045168
HBTAR000233,HBIN045172
HBTAR000233,HBIN045188
HBTAR000233,HBIN045190
HBTAR000233,HBIN045194
HBTAR000233,HBIN045258
HBTAR000233,HBIN045261
HBTAR000233,HBIN045286
HBTAR000233,HBIN045428
HBTAR000233,HBIN045450
HBTAR000233,HBIN045458
HBTAR000233,HBIN045475
HBTAR000233,HBIN045490
HBTAR000233,HBIN045491
HBTAR000233,HBIN045496
HBTAR000233,HBIN045500
HBTAR000233,HBIN045530
HBTAR000233,HBIN045541
HBTAR000233,HBIN045583
HBTAR000233,HBIN045673
HBTAR000233,HBIN045827
HBTAR000233,HBIN045833
HBTAR000233,HBIN045847
HBTAR000233,HBIN045927
HBTAR000233,HBIN045987
HBTAR000233,HBIN046008
HBTAR000233,HBIN046019
HBTAR000233,HBIN046111
HBTAR000233,HBIN046140
HBTAR000233,HBIN046174
HBTAR000233,HBIN046188
HBTAR000233,HBIN046198
HBTAR000233,HBIN046224
HBTAR000233,HBIN046246
HBTAR000233,HBIN046299
HBTAR000233,HBIN046315
HBTAR000233,HBIN046353
HBTAR000233,HBIN046381
HBTAR000233,HBIN046412
HBTAR000233,HBIN046417
HBTAR000233,HBIN046469
HBTAR000233,HBIN046470
HBTAR000233,HBIN046489
HBTAR000233,HBIN046500
HBTAR000233,HBIN046509
HBTAR000233,HBIN046512
HBTAR000233,HBIN046524
HBTAR000233,HBIN046530
HBTAR000233,HBIN046551
HBTAR000233,HBIN046560
HBTAR000233,HBIN046563
HBTAR000233,HBIN046570
HBTAR000233,HBIN046625
HBTAR000233,HBIN046820
HBTAR000233,HBIN046842
HBTAR000233,HBIN046910
HBTAR000233,HBIN046960
HBTAR000233,HBIN047017
HBTAR000233,HBIN047030
HBTAR000233,HBIN047080
HBTAR000233,HBIN047138
HBTAR000233,HBIN047143
HBTAR000233,HBIN047148
HBTAR000233,HBIN047150
HBTAR000233,HBIN047155
HBTAR000233,HBIN047156
HBTAR000233,HBIN047189
HBTAR000233,HBIN047191
HBTAR000233,HBIN047195
HBTAR000233,HBIN047197
HBTAR000233,HBIN047198
HBTAR000233,HBIN047199
HBTAR000233,HBIN047242
HBTAR000233,HBIN047310
HBTAR000233,HBIN047311
HBTAR000233,HBIN047313
HBTAR000233,HBIN047316
HBTAR000233,HBIN047317
HBTAR000233,HBIN047318
HBTAR000233,HBIN047319
HBTAR000233,HBIN047321
HBTAR000233,HBIN047323
HBTAR000233,HBIN047345
HBTAR000233,HBIN047398
HBTAR000233,HBIN047424
HBTAR000233,HBIN047430
HBTAR000233,HBIN047481
HBTAR000233,HBIN047563
HBTAR000233,HBIN047602
HBTAR000233,HBIN047606
HBTAR000233,HBIN047616
HBTAR000233,HBIN047618
HBTAR000233,HBIN047633
HBTAR000233,HBIN047641
HBTAR000233,HBIN047656
HBTAR000233,HBIN047723
HBTAR000233,HBIN047738
HBTAR000233,HBIN047805
HBTAR000233,HBIN047867
HBTAR000233,HBIN047870
HBTAR000233,HBIN047877
HBTAR000233,HBIN047880
HBTAR000233,HBIN047922
HBTAR000233,HBIN047979
HBTAR000233,HBIN048050
HBTAR000233,HBIN048053
HBTAR000233,HBIN048062
HBTAR000233,HBIN048066
HBTAR000233,HBIN048088
HBTAR000233,HBIN048089
HBTAR000233,HBIN048090
HBTAR000233,HBIN048091
HBTAR000233,HBIN048093
HBTAR000233,HBIN048095
HBTAR000233,HBIN048096
HBTAR000233,HBIN048102
HBTAR000233,HBIN048138
HBTAR000233,HBIN048145
HBTAR000233,HBIN048161
HBTAR000233,HBIN048186
HBTAR000233,HBIN048196
HBTAR000233,HBIN048224
HBTAR000233,HBIN048228
HBTAR000233,HBIN048245
HBTAR000233,HBIN048251
HBTAR000233,HBIN048268
HBTAR000233,HBIN048269
HBTAR000233,HBIN048294
HBTAR000233,HBIN048299
HBTAR000233,HBIN048301
HBTAR000233,HBIN048302
HBTAR000233,HBIN048303
HBTAR000233,HBIN048304
HBTAR000233,HBIN048310
HBTAR000233,HBIN048396
HBTAR000233,HBIN048414
HBTAR000233,HBIN048440
HBTAR000233,HBIN048442
HBTAR000233,HBIN048449
HBTAR000233,HBIN048469
HBTAR000233,HBIN048479
HBTAR000233,HBIN048537
HBTAR000233,HBIN048542
HBTAR000233,HBIN048582
HBTAR000233,HBIN048585
HBTAR000233,HBIN048589
HBTAR000233,HBIN048627
HBTAR000233,HBIN048630
HBTAR000233,HBIN048631
HBTAR000233,HBIN048632
HBTAR000233,HBIN048633
HBTAR000233,HBIN048634
HBTAR000233,HBIN048672
HBTAR000233,HBIN048676
HBTAR000233,HBIN048861
HBTAR000233,HBIN048902
HBTAR000233,HBIN048911
HBTAR000233,HBIN048919
HBTAR000233,HBIN048952
HBTAR000233,HBIN048981
HBTAR000233,HBIN048986
HBTAR000233,HBIN049021
HBTAR000233,HBIN049024
HBTAR000233,HBIN049078
HBTAR000233,HBIN049163
HBTAR000233,HBIN049198
HBTAR000233,HBIN049205
HBTAR000233,HBIN049226
HBTAR000233,HBIN049250
HBTAR000235,HBIN007325
HBTAR000235,HBIN019727
HBTAR000235,HBIN019728
HBTAR000235,HBIN028167
HBTAR000235,HBIN046831
HBTAR000235,HBIN001991
HBTAR000235,HBIN001999
HBTAR000235,HBIN043546
HBTAR000237,HBIN003949
HBTAR000237,HBIN014388
HBTAR000237,HBIN014399
HBTAR000237,HBIN017453
HBTAR000237,HBIN018951
HBTAR000237,HBIN026609
HBTAR000237,HBIN029981
HBTAR000237,HBIN030256
HBTAR000237,HBIN032460
HBTAR000237,HBIN038396
HBTAR000237,HBIN039395
HBTAR000237,HBIN022632
HBTAR000237,HBIN001289
HBTAR000237,HBIN017391
HBTAR000237,HBIN030122
HBTAR000237,HBIN036157
HBTAR000237,HBIN028102
HBTAR000237,HBIN046831
HBTAR000237,HBIN048372
HBTAR000237,HBIN020984
HBTAR000237,HBIN024901
HBTAR000237,HBIN048953
HBTAR000237,HBIN027924
HBTAR000237,HBIN028518
HBTAR000237,HBIN043763
HBTAR000237,HBIN016700
HBTAR000237,HBIN024274
HBTAR000237,HBIN039391
HBTAR000244,HBIN007325
HBTAR000244,HBIN033433
HBTAR000244,HBIN033434
HBTAR000244,HBIN034052
HBTAR000244,HBIN034660
HBTAR000244,HBIN041721
HBTAR000244,HBIN028102
HBTAR000244,HBIN001991
HBTAR000244,HBIN001999
HBTAR000244,HBIN030865
HBTAR000244,HBIN032674
HBTAR000244,HBIN038043
HBTAR000244,HBIN043546
HBTAR000244,HBIN043763
HBTAR000244,HBIN048036
HBTAR000244,HBIN019947
HBTAR000244,HBIN026413
HBTAR000245,HBIN045705
HBTAR000246,HBIN040908
HBTAR000257,HBIN043763
HBTAR000262,HBIN007325
HBTAR000262,HBIN037534
HBTAR000262,HBIN019727
HBTAR000262,HBIN019728
HBTAR000262,HBIN028167
HBTAR000262,HBIN034660
HBTAR000262,HBIN041721
HBTAR000262,HBIN035767
HBTAR000263,HBIN037534
HBTAR000264,HBIN034660
HBTAR000264,HBIN041721
HBTAR000264,HBIN028102
HBTAR000265,HBIN028102
HBTAR000266,HBIN028102
HBTAR000277,HBIN006119
HBTAR000277,HBIN020174
HBTAR000277,HBIN026399
HBTAR000277,HBIN029280
HBTAR000277,HBIN034660
HBTAR000277,HBIN041721
HBTAR000277,HBIN020984
HBTAR000277,HBIN036906
HBTAR000282,HBIN007325
HBTAR000282,HBIN022632
HBTAR000282,HBIN034660
HBTAR000282,HBIN041721
HBTAR000282,HBIN042340
HBTAR000282,HBIN046831
HBTAR000282,HBIN001991
HBTAR000282,HBIN001999
HBTAR000282,HBIN047457
HBTAR000284,HBIN007325
HBTAR000284,HBIN029342
HBTAR000284,HBIN034423
HBTAR000284,HBIN034660
HBTAR000284,HBIN041721
HBTAR000284,HBIN019751
HBTAR000284,HBIN028102
HBTAR000284,HBIN039507
HBTAR000284,HBIN046831
HBTAR000284,HBIN015727
HBTAR000284,HBIN025875
HBTAR000284,HBIN029658
HBTAR000284,HBIN046505
HBTAR000284,HBIN046506
HBTAR000284,HBIN047457
HBTAR000284,HBIN048054
HBTAR000284,HBIN048058
HBTAR000284,HBIN020984
HBTAR000284,HBIN010825
HBTAR000284,HBIN025070
HBTAR000284,HBIN025320
HBTAR000287,HBIN019558
HBTAR000287,HBIN048300
HBTAR000288,HBIN038876
HBTAR000288,HBIN026506
HBTAR000288,HBIN045592
HBTAR000288,HBIN048300
HBTAR000288,HBIN041217
HBTAR000288,HBIN022938
HBTAR000289,HBIN028102
HBTAR000290,HBIN024134
HBTAR000290,HBIN042111
HBTAR000292,HBIN018981
HBTAR000292,HBIN039240
HBTAR000293,HBIN007325
HBTAR000293,HBIN019727
HBTAR000293,HBIN019728
HBTAR000293,HBIN028167
HBTAR000293,HBIN025875
HBTAR000293,HBIN040264
HBTAR000293,HBIN012366
HBTAR000293,HBIN034357
HBTAR000293,HBIN044721
HBTAR000293,HBIN010399
HBTAR000293,HBIN012365
HBTAR000293,HBIN027670
HBTAR000293,HBIN037778
HBTAR000302,HBIN007325
HBTAR000302,HBIN019727
HBTAR000302,HBIN019728
HBTAR000302,HBIN028167
HBTAR000302,HBIN025346
HBTAR000302,HBIN025347
HBTAR000302,HBIN025348
HBTAR000302,HBIN025875
HBTAR000302,HBIN027040
HBTAR000302,HBIN027061
HBTAR000302,HBIN040264
HBTAR000302,HBIN045822
HBTAR000302,HBIN012366
HBTAR000302,HBIN034357
HBTAR000302,HBIN044721
HBTAR000302,HBIN003914
HBTAR000302,HBIN020511
HBTAR000302,HBIN010399
HBTAR000302,HBIN012365
HBTAR000302,HBIN027670
HBTAR000302,HBIN037778
HBTAR000307,HBIN019727
HBTAR000307,HBIN019728
HBTAR000307,HBIN028167
HBTAR000307,HBIN025875
HBTAR000307,HBIN040264
HBTAR000307,HBIN012366
HBTAR000307,HBIN034357
HBTAR000307,HBIN044721
HBTAR000307,HBIN010399
HBTAR000307,HBIN012365
HBTAR000307,HBIN027670
HBTAR000307,HBIN037778
HBTAR000320,HBIN029658
HBTAR000320,HBIN047731
HBTAR000331,HBIN034660
HBTAR000331,HBIN041721
HBTAR000331,HBIN007081
HBTAR000331,HBIN027044
HBTAR000331,HBIN027157
HBTAR000331,HBIN028296
HBTAR000331,HBIN043327
HBTAR000335,HBIN033433
HBTAR000335,HBIN033434
HBTAR000335,HBIN034052
HBTAR000335,HBIN022632
HBTAR000335,HBIN006119
HBTAR000335,HBIN020174
HBTAR000335,HBIN026399
HBTAR000335,HBIN029280
HBTAR000335,HBIN014685
HBTAR000335,HBIN014467
HBTAR000335,HBIN032674
HBTAR000335,HBIN033585
HBTAR000335,HBIN000982
HBTAR000335,HBIN036906
HBTAR000335,HBIN020801
HBTAR000335,HBIN020903
HBTAR000335,HBIN038035
HBTAR000335,HBIN020281
HBTAR000335,HBIN020389
HBTAR000335,HBIN037286
HBTAR000335,HBIN043778
HBTAR000335,HBIN010717
HBTAR000335,HBIN032753
HBTAR000335,HBIN037486
HBTAR000335,HBIN007529
HBTAR000335,HBIN010825
HBTAR000335,HBIN045032
HBTAR000335,HBIN047448
HBTAR000335,HBIN047450
HBTAR000336,HBIN033433
HBTAR000336,HBIN033434
HBTAR000336,HBIN034052
HBTAR000336,HBIN006119
HBTAR000336,HBIN020174
HBTAR000336,HBIN026399
HBTAR000336,HBIN029280
HBTAR000336,HBIN029342
HBTAR000336,HBIN034423
HBTAR000336,HBIN045566
HBTAR000336,HBIN014685
HBTAR000336,HBIN014467
HBTAR000336,HBIN021250
HBTAR000336,HBIN021252
HBTAR000336,HBIN022375
HBTAR000336,HBIN025875
HBTAR000336,HBIN029658
HBTAR000336,HBIN032674
HBTAR000336,HBIN023188
HBTAR000336,HBIN049200
HBTAR000336,HBIN020801
HBTAR000336,HBIN020903
HBTAR000336,HBIN038035
HBTAR000336,HBIN037286
HBTAR000336,HBIN043778
HBTAR000336,HBIN005531
HBTAR000336,HBIN001538
HBTAR000336,HBIN008348
HBTAR000336,HBIN015834
HBTAR000336,HBIN015853
HBTAR000336,HBIN016398
HBTAR000336,HBIN019571
HBTAR000336,HBIN020107
HBTAR000336,HBIN021757
HBTAR000336,HBIN022519
HBTAR000336,HBIN022831
HBTAR000336,HBIN027382
HBTAR000336,HBIN027924
HBTAR000336,HBIN028518
HBTAR000336,HBIN034776
HBTAR000336,HBIN035055
HBTAR000336,HBIN037061
HBTAR000336,HBIN037138
HBTAR000336,HBIN037146
HBTAR000336,HBIN039018
HBTAR000336,HBIN041950
HBTAR000336,HBIN042390
HBTAR000336,HBIN044729
HBTAR000336,HBIN044795
HBTAR000336,HBIN044799
HBTAR000336,HBIN045576
HBTAR000336,HBIN049199
HBTAR000336,HBIN032753
HBTAR000336,HBIN037486
HBTAR000336,HBIN034357
HBTAR000336,HBIN044721
HBTAR000337,HBIN006119
HBTAR000337,HBIN020174
HBTAR000337,HBIN026399
HBTAR000337,HBIN029280
HBTAR000337,HBIN029342
HBTAR000337,HBIN034423
HBTAR000337,HBIN045566
HBTAR000337,HBIN014685
HBTAR000337,HBIN014467
HBTAR000337,HBIN021250
HBTAR000337,HBIN021252
HBTAR000337,HBIN022375
HBTAR000337,HBIN025875
HBTAR000337,HBIN029658
HBTAR000337,HBIN023188
HBTAR000337,HBIN049200
HBTAR000337,HBIN037286
HBTAR000337,HBIN043778
HBTAR000337,HBIN005531
HBTAR000337,HBIN001538
HBTAR000337,HBIN008348
HBTAR000337,HBIN015834
HBTAR000337,HBIN015853
HBTAR000337,HBIN016398
HBTAR000337,HBIN019571
HBTAR000337,HBIN020107
HBTAR000337,HBIN021757
HBTAR000337,HBIN022519
HBTAR000337,HBIN022831
HBTAR000337,HBIN027382
HBTAR000337,HBIN027924
HBTAR000337,HBIN028518
HBTAR000337,HBIN034776
HBTAR000337,HBIN035055
HBTAR000337,HBIN037061
HBTAR000337,HBIN037138
HBTAR000337,HBIN037146
HBTAR000337,HBIN039018
HBTAR000337,HBIN041950
HBTAR000337,HBIN042390
HBTAR000337,HBIN044729
HBTAR000337,HBIN044795
HBTAR000337,HBIN044799
HBTAR000337,HBIN045576
HBTAR000337,HBIN049199
HBTAR000338,HBIN006119
HBTAR000338,HBIN020174
HBTAR000338,HBIN026399
HBTAR000338,HBIN029280
HBTAR000338,HBIN029342
HBTAR000338,HBIN034423
HBTAR000338,HBIN045566
HBTAR000338,HBIN014685
HBTAR000338,HBIN014467
HBTAR000338,HBIN021250
HBTAR000338,HBIN021252
HBTAR000338,HBIN022375
HBTAR000338,HBIN025875
HBTAR000338,HBIN029658
HBTAR000338,HBIN023188
HBTAR000338,HBIN049200
HBTAR000338,HBIN020281
HBTAR000338,HBIN020389
HBTAR000338,HBIN037286
HBTAR000338,HBIN043778
HBTAR000338,HBIN005531
HBTAR000338,HBIN001538
HBTAR000338,HBIN008348
HBTAR000338,HBIN015834
HBTAR000338,HBIN015853
HBTAR000338,HBIN016398
HBTAR000338,HBIN019571
HBTAR000338,HBIN020107
HBTAR000338,HBIN021757
HBTAR000338,HBIN022519
HBTAR000338,HBIN022831
HBTAR000338,HBIN027382
HBTAR000338,HBIN027924
HBTAR000338,HBIN028518
HBTAR000338,HBIN034776
HBTAR000338,HBIN035055
HBTAR000338,HBIN037061
HBTAR000338,HBIN037138
HBTAR000338,HBIN037146
HBTAR000338,HBIN039018
HBTAR000338,HBIN041950
HBTAR000338,HBIN042390
HBTAR000338,HBIN044729
HBTAR000338,HBIN044795
HBTAR000338,HBIN044799
HBTAR000338,HBIN045576
HBTAR000338,HBIN049199
HBTAR000339,HBIN031595
HBTAR000340,HBIN007325
HBTAR000340,HBIN029342
HBTAR000340,HBIN034423
HBTAR000340,HBIN029658
HBTAR000340,HBIN047534
HBTAR000342,HBIN021620
HBTAR000342,HBIN033433
HBTAR000342,HBIN033434
HBTAR000342,HBIN034052
HBTAR000342,HBIN037534
HBTAR000342,HBIN006119
HBTAR000342,HBIN020174
HBTAR000342,HBIN026399
HBTAR000342,HBIN029280
HBTAR000342,HBIN029342
HBTAR000342,HBIN034423
HBTAR000342,HBIN028102
HBTAR000342,HBIN001991
HBTAR000342,HBIN001999
HBTAR000342,HBIN025875
HBTAR000342,HBIN026067
HBTAR000342,HBIN026068
HBTAR000342,HBIN030865
HBTAR000342,HBIN032674
HBTAR000342,HBIN033585
HBTAR000342,HBIN033621
HBTAR000342,HBIN047282
HBTAR000342,HBIN020984
HBTAR000342,HBIN024084
HBTAR000342,HBIN018131
HBTAR000342,HBIN028041
HBTAR000342,HBIN040255
HBTAR000342,HBIN015853
HBTAR000342,HBIN043772
HBTAR000342,HBIN044676
HBTAR000342,HBIN016905
HBTAR000342,HBIN016908
HBTAR000342,HBIN046282
HBTAR000342,HBIN043763
HBTAR000342,HBIN022514
HBTAR000342,HBIN045032
HBTAR000342,HBIN047448
HBTAR000342,HBIN047450
HBTAR000342,HBIN020167
HBTAR000342,HBIN036458
HBTAR000342,HBIN036505
HBTAR000342,HBIN036881
HBTAR000342,HBIN037589
HBTAR000342,HBIN047005
HBTAR000344,HBIN019558
HBTAR000344,HBIN018930
HBTAR000348,HBIN027764
HBTAR000348,HBIN030053
HBTAR000348,HBIN042801
HBTAR000354,HBIN007325
HBTAR000354,HBIN033218
HBTAR000354,HBIN034660
HBTAR000354,HBIN041721
HBTAR000354,HBIN028102
HBTAR000354,HBIN001991
HBTAR000354,HBIN001999
HBTAR000354,HBIN030865
HBTAR000354,HBIN020984
HBTAR000355,HBIN028102
HBTAR000355,HBIN030865
HBTAR000355,HBIN020984
HBTAR000356,HBIN000963
HBTAR000356,HBIN003949
HBTAR000356,HBIN006389
HBTAR000356,HBIN006471
HBTAR000356,HBIN006580
HBTAR000356,HBIN009583
HBTAR000356,HBIN014388
HBTAR000356,HBIN014399
HBTAR000356,HBIN014419
HBTAR000356,HBIN016083
HBTAR000356,HBIN017056
HBTAR000356,HBIN017453
HBTAR000356,HBIN017887
HBTAR000356,HBIN018163
HBTAR000356,HBIN018392
HBTAR000356,HBIN018850
HBTAR000356,HBIN018951
HBTAR000356,HBIN018952
HBTAR000356,HBIN019088
HBTAR000356,HBIN021163
HBTAR000356,HBIN021802
HBTAR000356,HBIN022536
HBTAR000356,HBIN022584
HBTAR000356,HBIN023751
HBTAR000356,HBIN024298
HBTAR000356,HBIN024306
HBTAR000356,HBIN024339
HBTAR000356,HBIN024519
HBTAR000356,HBIN026609
HBTAR000356,HBIN026826
HBTAR000356,HBIN026973
HBTAR000356,HBIN027103
HBTAR000356,HBIN028075
HBTAR000356,HBIN028076
HBTAR000356,HBIN028830
HBTAR000356,HBIN028831
HBTAR000356,HBIN029706
HBTAR000356,HBIN029981
HBTAR000356,HBIN030256
HBTAR000356,HBIN030532
HBTAR000356,HBIN031387
HBTAR000356,HBIN032460
HBTAR000356,HBIN032992
HBTAR000356,HBIN033218
HBTAR000356,HBIN033441
HBTAR000356,HBIN033583
HBTAR000356,HBIN033609
HBTAR000356,HBIN033890
HBTAR000356,HBIN034178
HBTAR000356,HBIN034648
HBTAR000356,HBIN034772
HBTAR000356,HBIN034809
HBTAR000356,HBIN034823
HBTAR000356,HBIN035120
HBTAR000356,HBIN035391
HBTAR000356,HBIN035597
HBTAR000356,HBIN035598
HBTAR000356,HBIN035812
HBTAR000356,HBIN036524
HBTAR000356,HBIN036710
HBTAR000356,HBIN038396
HBTAR000356,HBIN038424
HBTAR000356,HBIN038445
HBTAR000356,HBIN038829
HBTAR000356,HBIN039395
HBTAR000356,HBIN040626
HBTAR000356,HBIN041351
HBTAR000356,HBIN041810
HBTAR000356,HBIN042693
HBTAR000356,HBIN044200
HBTAR000356,HBIN044671
HBTAR000356,HBIN045062
HBTAR000356,HBIN045516
HBTAR000356,HBIN045811
HBTAR000356,HBIN045944
HBTAR000356,HBIN046004
HBTAR000356,HBIN046341
HBTAR000356,HBIN046359
HBTAR000356,HBIN047130
HBTAR000356,HBIN047437
HBTAR000356,HBIN048948
HBTAR000356,HBIN048949
HBTAR000356,HBIN029342
HBTAR000356,HBIN034423
HBTAR000356,HBIN028102
HBTAR000356,HBIN046831
HBTAR000356,HBIN014467
HBTAR000356,HBIN016005
HBTAR000356,HBIN029658
HBTAR000356,HBIN038043
HBTAR000356,HBIN004061
HBTAR000356,HBIN005599
HBTAR000356,HBIN008534
HBTAR000356,HBIN012943
HBTAR000356,HBIN015946
HBTAR000356,HBIN020406
HBTAR000356,HBIN024586
HBTAR000356,HBIN024901
HBTAR000356,HBIN025822
HBTAR000356,HBIN025837
HBTAR000356,HBIN029891
HBTAR000356,HBIN035813
HBTAR000356,HBIN036645
HBTAR000356,HBIN037130
HBTAR000356,HBIN039171
HBTAR000356,HBIN040811
HBTAR000356,HBIN041806
HBTAR000356,HBIN042694
HBTAR000356,HBIN046495
HBTAR000356,HBIN048945
HBTAR000356,HBIN048953
HBTAR000356,HBIN015853
HBTAR000356,HBIN017333
HBTAR000356,HBIN029414
HBTAR000356,HBIN039773
HBTAR000356,HBIN033440
HBTAR000356,HBIN018049
HBTAR000356,HBIN018385
HBTAR000356,HBIN027927
HBTAR000356,HBIN048036
HBTAR000356,HBIN007185
HBTAR000356,HBIN022310
HBTAR000356,HBIN032423
HBTAR000356,HBIN035791
HBTAR000356,HBIN035896
HBTAR000356,HBIN000408
HBTAR000356,HBIN003225
HBTAR000356,HBIN003333
HBTAR000356,HBIN003370
HBTAR000356,HBIN003631
HBTAR000356,HBIN003663
HBTAR000356,HBIN003899
HBTAR000356,HBIN003901
HBTAR000356,HBIN003927
HBTAR000356,HBIN004055
HBTAR000356,HBIN004064
HBTAR000356,HBIN004066
HBTAR000356,HBIN004357
HBTAR000356,HBIN004358
HBTAR000356,HBIN004360
HBTAR000356,HBIN004361
HBTAR000356,HBIN004362
HBTAR000356,HBIN004363
HBTAR000356,HBIN004394
HBTAR000356,HBIN004579
HBTAR000356,HBIN004647
HBTAR000356,HBIN004924
HBTAR000356,HBIN005815
HBTAR000356,HBIN005966
HBTAR000356,HBIN006009
HBTAR000356,HBIN006027
HBTAR000356,HBIN006044
HBTAR000356,HBIN006051
HBTAR000356,HBIN006060
HBTAR000356,HBIN006061
HBTAR000356,HBIN006082
HBTAR000356,HBIN006084
HBTAR000356,HBIN006223
HBTAR000356,HBIN006280
HBTAR000356,HBIN006345
HBTAR000356,HBIN006358
HBTAR000356,HBIN006380
HBTAR000356,HBIN006539
HBTAR000356,HBIN006599
HBTAR000356,HBIN007148
HBTAR000356,HBIN007184
HBTAR000356,HBIN007189
HBTAR000356,HBIN007190
HBTAR000356,HBIN007191
HBTAR000356,HBIN008517
HBTAR000356,HBIN008522
HBTAR000356,HBIN008587
HBTAR000356,HBIN008882
HBTAR000356,HBIN008944
HBTAR000356,HBIN008949
HBTAR000356,HBIN009447
HBTAR000356,HBIN010012
HBTAR000356,HBIN010658
HBTAR000356,HBIN010879
HBTAR000356,HBIN010918
HBTAR000356,HBIN010919
HBTAR000356,HBIN012547
HBTAR000356,HBIN013391
HBTAR000356,HBIN016527
HBTAR000356,HBIN019046
HBTAR000356,HBIN019071
HBTAR000356,HBIN019117
HBTAR000356,HBIN019156
HBTAR000356,HBIN019158
HBTAR000356,HBIN022308
HBTAR000356,HBIN024252
HBTAR000356,HBIN024447
HBTAR000356,HBIN024454
HBTAR000356,HBIN024516
HBTAR000356,HBIN024875
HBTAR000356,HBIN025336
HBTAR000356,HBIN025829
HBTAR000356,HBIN025842
HBTAR000356,HBIN025857
HBTAR000356,HBIN025861
HBTAR000356,HBIN025934
HBTAR000356,HBIN025940
HBTAR000356,HBIN025992
HBTAR000356,HBIN026740
HBTAR000356,HBIN026938
HBTAR000356,HBIN027401
HBTAR000356,HBIN030250
HBTAR000356,HBIN030800
HBTAR000356,HBIN030802
HBTAR000356,HBIN030932
HBTAR000356,HBIN030934
HBTAR000356,HBIN030995
HBTAR000356,HBIN031051
HBTAR000356,HBIN031068
HBTAR000356,HBIN031069
HBTAR000356,HBIN032754
HBTAR000356,HBIN032873
HBTAR000356,HBIN032991
HBTAR000356,HBIN034745
HBTAR000356,HBIN034746
HBTAR000356,HBIN034750
HBTAR000356,HBIN034797
HBTAR000356,HBIN034954
HBTAR000356,HBIN034963
HBTAR000356,HBIN035092
HBTAR000356,HBIN035121
HBTAR000356,HBIN035124
HBTAR000356,HBIN035222
HBTAR000356,HBIN035257
HBTAR000356,HBIN035285
HBTAR000356,HBIN035574
HBTAR000356,HBIN036159
HBTAR000356,HBIN036692
HBTAR000356,HBIN037491
HBTAR000356,HBIN038481
HBTAR000356,HBIN038725
HBTAR000356,HBIN038838
HBTAR000356,HBIN039172
HBTAR000356,HBIN039183
HBTAR000356,HBIN040708
HBTAR000356,HBIN040843
HBTAR000356,HBIN040862
HBTAR000356,HBIN040864
HBTAR000356,HBIN041916
HBTAR000356,HBIN043693
HBTAR000356,HBIN045072
HBTAR000356,HBIN045970
HBTAR000356,HBIN045974
HBTAR000356,HBIN045975
HBTAR000356,HBIN046409
HBTAR000356,HBIN046632
HBTAR000356,HBIN048947
HBTAR000356,HBIN048950
HBTAR000359,HBIN025347
HBTAR000359,HBIN025347
HBTAR000359,HBIN021985
HBTAR000359,HBIN042467
HBTAR000359,HBIN019295
HBTAR000359,HBIN034250
HBTAR000359,HBIN039031
HBTAR000359,HBIN046110
HBTAR000359,HBIN020031
HBTAR000359,HBIN020031
HBTAR000359,HBIN026506
HBTAR000359,HBIN047613
HBTAR000359,HBIN043028
HBTAR000359,HBIN019652
HBTAR000359,HBIN022938
HBTAR000359,HBIN036515
HBTAR000359,HBIN048376
HBTAR000359,HBIN005791
HBTAR000360,HBIN024134
HBTAR000360,HBIN024134
