protein_id,compound_id
HBTAR001304,HBIN037286
HBTAR001304,HBIN043778
HBTAR001304,HBIN032753
HBTAR001304,HBIN037486
HBTAR001304,HBIN016172
HBTAR001304,HBIN047275
HBTAR001305,HBIN007325
HBTAR001305,HBIN022632
HBTAR001305,HBIN026460
HBTAR001305,HBIN029342
HBTAR001305,HBIN034660
HBTAR001305,HBIN041721
HBTAR001305,HBIN014685
HBTAR001305,HBIN014693
HBTAR001305,HBIN046831
HBTAR001305,HBIN001991
HBTAR001305,HBIN001999
HBTAR001305,HBIN015727
HBTAR001305,HBIN019762
HBTAR001305,HBIN036892
HBTAR001305,HBIN046505
HBTAR001305,HBIN046506
HBTAR001305,HBIN048054
HBTAR001305,HBIN048058
HBTAR001305,HBIN048074
HBTAR001305,HBIN040799
HBTAR001305,HBIN024084
HBTAR001305,HBIN018131
HBTAR001305,HBIN028041
HBTAR001305,HBIN040255
HBTAR001305,HBIN044799
HBTAR001305,HBIN042111
HBTAR001305,HBIN021985
HBTAR001305,HBIN016189
HBTAR001305,HBIN036905
HBTAR001305,HBIN023234
HBTAR001305,HBIN018006
HBTAR001305,HBIN021986
HBTAR001305,HBIN028061
HBTAR001305,HBIN041495
HBTAR001305,HBIN020657
HBTAR001305,HBIN003343
HBTAR001305,HBIN033617
HBTAR001305,HBIN032185
HBTAR001305,HBIN016172
HBTAR001305,HBIN022570
HBTAR001305,HBIN029056
HBTAR001305,HBIN029420
HBTAR001305,HBIN047275
HBTAR001305,HBIN004188
HBTAR001305,HBIN004189
HBTAR001305,HBIN004303
HBTAR001305,HBIN026008
HBTAR001305,HBIN029313
HBTAR001305,HBIN032647
HBTAR001305,HBIN033077
HBTAR001305,HBIN035717
HBTAR001306,HBIN029342
HBTAR001306,HBIN028102
HBTAR001306,HBIN029658
HBTAR001306,HBIN018131
HBTAR001306,HBIN028041
HBTAR001306,HBIN040255
HBTAR001306,HBIN022570
HBTAR001306,HBIN029420
HBTAR001307,HBIN007325
HBTAR001307,HBIN014399
HBTAR001307,HBIN017453
HBTAR001307,HBIN028076
HBTAR001307,HBIN033433
HBTAR001307,HBIN033434
HBTAR001307,HBIN034052
HBTAR001307,HBIN037534
HBTAR001307,HBIN022632
HBTAR001307,HBIN020335
HBTAR001307,HBIN021209
HBTAR001307,HBIN022829
HBTAR001307,HBIN024341
HBTAR001307,HBIN026460
HBTAR001307,HBIN028352
HBTAR001307,HBIN029342
HBTAR001307,HBIN030190
HBTAR001307,HBIN034660
HBTAR001307,HBIN039612
HBTAR001307,HBIN041721
HBTAR001307,HBIN045566
HBTAR001307,HBIN019751
HBTAR001307,HBIN028102
HBTAR001307,HBIN034825
HBTAR001307,HBIN035081
HBTAR001307,HBIN037150
HBTAR001307,HBIN039507
HBTAR001307,HBIN039508
HBTAR001307,HBIN000571
HBTAR001307,HBIN000574
HBTAR001307,HBIN000575
HBTAR001307,HBIN001977
HBTAR001307,HBIN001991
HBTAR001307,HBIN001999
HBTAR001307,HBIN002425
HBTAR001307,HBIN004214
HBTAR001307,HBIN005945
HBTAR001307,HBIN006110
HBTAR001307,HBIN006339
HBTAR001307,HBIN008395
HBTAR001307,HBIN011516
HBTAR001307,HBIN013820
HBTAR001307,HBIN014000
HBTAR001307,HBIN014001
HBTAR001307,HBIN014420
HBTAR001307,HBIN014467
HBTAR001307,HBIN015247
HBTAR001307,HBIN015253
HBTAR001307,HBIN015727
HBTAR001307,HBIN016005
HBTAR001307,HBIN018100
HBTAR001307,HBIN019514
HBTAR001307,HBIN019690
HBTAR001307,HBIN019691
HBTAR001307,HBIN019762
HBTAR001307,HBIN019764
HBTAR001307,HBIN019904
HBTAR001307,HBIN019906
HBTAR001307,HBIN020794
HBTAR001307,HBIN021250
HBTAR001307,HBIN021252
HBTAR001307,HBIN022225
HBTAR001307,HBIN022375
HBTAR001307,HBIN023558
HBTAR001307,HBIN024793
HBTAR001307,HBIN025346
HBTAR001307,HBIN025347
HBTAR001307,HBIN025348
HBTAR001307,HBIN025875
HBTAR001307,HBIN026067
HBTAR001307,HBIN026068
HBTAR001307,HBIN026686
HBTAR001307,HBIN027040
HBTAR001307,HBIN027041
HBTAR001307,HBIN027061
HBTAR001307,HBIN027198
HBTAR001307,HBIN029658
HBTAR001307,HBIN029699
HBTAR001307,HBIN029700
HBTAR001307,HBIN029819
HBTAR001307,HBIN030249
HBTAR001307,HBIN030865
HBTAR001307,HBIN032674
HBTAR001307,HBIN032855
HBTAR001307,HBIN032868
HBTAR001307,HBIN032869
HBTAR001307,HBIN033348
HBTAR001307,HBIN033585
HBTAR001307,HBIN033621
HBTAR001307,HBIN033911
HBTAR001307,HBIN034656
HBTAR001307,HBIN034736
HBTAR001307,HBIN034978
HBTAR001307,HBIN036036
HBTAR001307,HBIN036564
HBTAR001307,HBIN036662
HBTAR001307,HBIN036892
HBTAR001307,HBIN037089
HBTAR001307,HBIN037887
HBTAR001307,HBIN037888
HBTAR001307,HBIN038043
HBTAR001307,HBIN038277
HBTAR001307,HBIN038387
HBTAR001307,HBIN038388
HBTAR001307,HBIN039175
HBTAR001307,HBIN039519
HBTAR001307,HBIN040264
HBTAR001307,HBIN041398
HBTAR001307,HBIN041664
HBTAR001307,HBIN042417
HBTAR001307,HBIN042672
HBTAR001307,HBIN043449
HBTAR001307,HBIN045463
HBTAR001307,HBIN045469
HBTAR001307,HBIN045505
HBTAR001307,HBIN045822
HBTAR001307,HBIN045846
HBTAR001307,HBIN046504
HBTAR001307,HBIN046505
HBTAR001307,HBIN046506
HBTAR001307,HBIN046779
HBTAR001307,HBIN047282
HBTAR001307,HBIN047457
HBTAR001307,HBIN047746
HBTAR001307,HBIN048054
HBTAR001307,HBIN048058
HBTAR001307,HBIN048074
HBTAR001307,HBIN048372
HBTAR001307,HBIN048463
HBTAR001307,HBIN038026
HBTAR001307,HBIN018131
HBTAR001307,HBIN028041
HBTAR001307,HBIN040255
HBTAR001307,HBIN031114
HBTAR001307,HBIN003863
HBTAR001307,HBIN004185
HBTAR001307,HBIN006395
HBTAR001307,HBIN009521
HBTAR001307,HBIN009981
HBTAR001307,HBIN016609
HBTAR001307,HBIN017927
HBTAR001307,HBIN019986
HBTAR001307,HBIN020260
HBTAR001307,HBIN021539
HBTAR001307,HBIN021791
HBTAR001307,HBIN023211
HBTAR001307,HBIN023809
HBTAR001307,HBIN024536
HBTAR001307,HBIN026336
HBTAR001307,HBIN026829
HBTAR001307,HBIN028335
HBTAR001307,HBIN028337
HBTAR001307,HBIN028769
HBTAR001307,HBIN028994
HBTAR001307,HBIN031368
HBTAR001307,HBIN033072
HBTAR001307,HBIN036351
HBTAR001307,HBIN043289
HBTAR001307,HBIN044674
HBTAR001307,HBIN045071
HBTAR001307,HBIN046100
HBTAR001307,HBIN007116
HBTAR001307,HBIN007926
HBTAR001307,HBIN008831
HBTAR001307,HBIN010712
HBTAR001307,HBIN013458
HBTAR001307,HBIN016016
HBTAR001307,HBIN016163
HBTAR001307,HBIN025374
HBTAR001307,HBIN026948
HBTAR001307,HBIN027173
HBTAR001307,HBIN027958
HBTAR001307,HBIN030843
HBTAR001307,HBIN031753
HBTAR001307,HBIN032371
HBTAR001307,HBIN034632
HBTAR001307,HBIN035689
HBTAR001307,HBIN040005
HBTAR001307,HBIN042142
HBTAR001307,HBIN042917
HBTAR001307,HBIN044078
HBTAR001307,HBIN044380
HBTAR001307,HBIN048188
HBTAR001307,HBIN016408
HBTAR001307,HBIN025041
HBTAR001307,HBIN019899
HBTAR001307,HBIN042900
HBTAR001307,HBIN022582
HBTAR001307,HBIN020718
HBTAR001307,HBIN000799
HBTAR001307,HBIN001864
HBTAR001307,HBIN001872
HBTAR001307,HBIN002613
HBTAR001307,HBIN003878
HBTAR001307,HBIN003919
HBTAR001307,HBIN005715
HBTAR001307,HBIN006400
HBTAR001307,HBIN006427
HBTAR001307,HBIN006428
HBTAR001307,HBIN006586
HBTAR001307,HBIN007554
HBTAR001307,HBIN007580
HBTAR001307,HBIN007584
HBTAR001307,HBIN007626
HBTAR001307,HBIN008668
HBTAR001307,HBIN009785
HBTAR001307,HBIN010407
HBTAR001307,HBIN010408
HBTAR001307,HBIN010411
HBTAR001307,HBIN010975
HBTAR001307,HBIN010979
HBTAR001307,HBIN011081
HBTAR001307,HBIN011247
HBTAR001307,HBIN011275
HBTAR001307,HBIN011342
HBTAR001307,HBIN011343
HBTAR001307,HBIN011579
HBTAR001307,HBIN011759
HBTAR001307,HBIN013798
HBTAR001307,HBIN014792
HBTAR001307,HBIN014935
HBTAR001307,HBIN014937
HBTAR001307,HBIN015021
HBTAR001307,HBIN016568
HBTAR001307,HBIN016691
HBTAR001307,HBIN016753
HBTAR001307,HBIN016878
HBTAR001307,HBIN016945
HBTAR001307,HBIN016995
HBTAR001307,HBIN017212
HBTAR001307,HBIN017359
HBTAR001307,HBIN017417
HBTAR001307,HBIN017437
HBTAR001307,HBIN017715
HBTAR001307,HBIN018353
HBTAR001307,HBIN018395
HBTAR001307,HBIN018824
HBTAR001307,HBIN019427
HBTAR001307,HBIN019636
HBTAR001307,HBIN020342
HBTAR001307,HBIN020489
HBTAR001307,HBIN020492
HBTAR001307,HBIN020559
HBTAR001307,HBIN020716
HBTAR001307,HBIN020991
HBTAR001307,HBIN021292
HBTAR001307,HBIN021828
HBTAR001307,HBIN021831
HBTAR001307,HBIN021964
HBTAR001307,HBIN022999
HBTAR001307,HBIN023354
HBTAR001307,HBIN023674
HBTAR001307,HBIN024338
HBTAR001307,HBIN024587
HBTAR001307,HBIN024823
HBTAR001307,HBIN024914
HBTAR001307,HBIN025386
HBTAR001307,HBIN026145
HBTAR001307,HBIN026146
HBTAR001307,HBIN026154
HBTAR001307,HBIN026264
HBTAR001307,HBIN026348
HBTAR001307,HBIN026441
HBTAR001307,HBIN026580
HBTAR001307,HBIN026689
HBTAR001307,HBIN027470
HBTAR001307,HBIN027957
HBTAR001307,HBIN028079
HBTAR001307,HBIN028142
HBTAR001307,HBIN028346
HBTAR001307,HBIN028348
HBTAR001307,HBIN029050
HBTAR001307,HBIN029058
HBTAR001307,HBIN029315
HBTAR001307,HBIN029582
HBTAR001307,HBIN029718
HBTAR001307,HBIN029920
HBTAR001307,HBIN029921
HBTAR001307,HBIN029946
HBTAR001307,HBIN029962
HBTAR001307,HBIN029990
HBTAR001307,HBIN030301
HBTAR001307,HBIN030311
HBTAR001307,HBIN030338
HBTAR001307,HBIN030339
HBTAR001307,HBIN030438
HBTAR001307,HBIN031251
HBTAR001307,HBIN031330
HBTAR001307,HBIN031409
HBTAR001307,HBIN031775
HBTAR001307,HBIN032362
HBTAR001307,HBIN032366
HBTAR001307,HBIN032383
HBTAR001307,HBIN032387
HBTAR001307,HBIN032388
HBTAR001307,HBIN032391
HBTAR001307,HBIN032400
HBTAR001307,HBIN032439
HBTAR001307,HBIN032821
HBTAR001307,HBIN033107
HBTAR001307,HBIN033114
HBTAR001307,HBIN033383
HBTAR001307,HBIN034359
HBTAR001307,HBIN034465
HBTAR001307,HBIN034649
HBTAR001307,HBIN034674
HBTAR001307,HBIN035775
HBTAR001307,HBIN035896
HBTAR001307,HBIN036086
HBTAR001307,HBIN036339
HBTAR001307,HBIN036380
HBTAR001307,HBIN036760
HBTAR001307,HBIN036777
HBTAR001307,HBIN036835
HBTAR001307,HBIN037171
HBTAR001307,HBIN038089
HBTAR001307,HBIN038168
HBTAR001307,HBIN038298
HBTAR001307,HBIN038474
HBTAR001307,HBIN038480
HBTAR001307,HBIN038489
HBTAR001307,HBIN038514
HBTAR001307,HBIN038558
HBTAR001307,HBIN038666
HBTAR001307,HBIN038952
HBTAR001307,HBIN039095
HBTAR001307,HBIN039099
HBTAR001307,HBIN039447
HBTAR001307,HBIN039756
HBTAR001307,HBIN041484
HBTAR001307,HBIN041495
HBTAR001307,HBIN041714
HBTAR001307,HBIN041738
HBTAR001307,HBIN042158
HBTAR001307,HBIN042335
HBTAR001307,HBIN042350
HBTAR001307,HBIN042490
HBTAR001307,HBIN042767
HBTAR001307,HBIN042833
HBTAR001307,HBIN042970
HBTAR001307,HBIN043672
HBTAR001307,HBIN044026
HBTAR001307,HBIN044192
HBTAR001307,HBIN044393
HBTAR001307,HBIN044517
HBTAR001307,HBIN045010
HBTAR001307,HBIN045145
HBTAR001307,HBIN045258
HBTAR001307,HBIN045286
HBTAR001307,HBIN045450
HBTAR001307,HBIN046188
HBTAR001307,HBIN046353
HBTAR001307,HBIN046960
HBTAR001307,HBIN047030
HBTAR001307,HBIN047563
HBTAR001307,HBIN047880
HBTAR001307,HBIN047979
HBTAR001307,HBIN048196
HBTAR001307,HBIN048449
HBTAR001307,HBIN019342
HBTAR001307,HBIN029433
HBTAR001307,HBIN031225
HBTAR001307,HBIN036683
HBTAR001307,HBIN043873
HBTAR001307,HBIN006338
HBTAR001307,HBIN011828
HBTAR001307,HBIN019940
HBTAR001307,HBIN028032
HBTAR001307,HBIN045013
HBTAR001307,HBIN045091
HBTAR001308,HBIN029342
HBTAR001308,HBIN034423
HBTAR001308,HBIN028102
HBTAR001308,HBIN026262
HBTAR001308,HBIN022514
HBTAR001308,HBIN009501
HBTAR001308,HBIN039616
HBTAR001309,HBIN033433
HBTAR001309,HBIN033434
HBTAR001309,HBIN034052
HBTAR001309,HBIN037534
HBTAR001309,HBIN022632
HBTAR001309,HBIN020335
HBTAR001309,HBIN021209
HBTAR001309,HBIN022829
HBTAR001309,HBIN024341
HBTAR001309,HBIN026460
HBTAR001309,HBIN028352
HBTAR001309,HBIN029342
HBTAR001309,HBIN030190
HBTAR001309,HBIN039612
HBTAR001309,HBIN045566
HBTAR001309,HBIN019751
HBTAR001309,HBIN034825
HBTAR001309,HBIN035081
HBTAR001309,HBIN037150
HBTAR001309,HBIN039507
HBTAR001309,HBIN039508
HBTAR001309,HBIN000571
HBTAR001309,HBIN000574
HBTAR001309,HBIN000575
HBTAR001309,HBIN001977
HBTAR001309,HBIN001991
HBTAR001309,HBIN001999
HBTAR001309,HBIN002425
HBTAR001309,HBIN004214
HBTAR001309,HBIN005945
HBTAR001309,HBIN006110
HBTAR001309,HBIN006339
HBTAR001309,HBIN008395
HBTAR001309,HBIN011516
HBTAR001309,HBIN013820
HBTAR001309,HBIN014000
HBTAR001309,HBIN014001
HBTAR001309,HBIN014420
HBTAR001309,HBIN014467
HBTAR001309,HBIN015247
HBTAR001309,HBIN015253
HBTAR001309,HBIN015727
HBTAR001309,HBIN016005
HBTAR001309,HBIN018100
HBTAR001309,HBIN019514
HBTAR001309,HBIN019690
HBTAR001309,HBIN019691
HBTAR001309,HBIN019762
HBTAR001309,HBIN019764
HBTAR001309,HBIN019904
HBTAR001309,HBIN019906
HBTAR001309,HBIN020794
HBTAR001309,HBIN021250
HBTAR001309,HBIN021252
HBTAR001309,HBIN022225
HBTAR001309,HBIN022375
HBTAR001309,HBIN023558
HBTAR001309,HBIN024793
HBTAR001309,HBIN025346
HBTAR001309,HBIN025347
HBTAR001309,HBIN025348
HBTAR001309,HBIN025875
HBTAR001309,HBIN026067
HBTAR001309,HBIN026068
HBTAR001309,HBIN026686
HBTAR001309,HBIN027040
HBTAR001309,HBIN027041
HBTAR001309,HBIN027061
HBTAR001309,HBIN027198
HBTAR001309,HBIN029658
HBTAR001309,HBIN029699
HBTAR001309,HBIN029700
HBTAR001309,HBIN029819
HBTAR001309,HBIN030249
HBTAR001309,HBIN030865
HBTAR001309,HBIN032674
HBTAR001309,HBIN032855
HBTAR001309,HBIN032868
HBTAR001309,HBIN032869
HBTAR001309,HBIN033348
HBTAR001309,HBIN033585
HBTAR001309,HBIN033621
HBTAR001309,HBIN033911
HBTAR001309,HBIN034656
HBTAR001309,HBIN034736
HBTAR001309,HBIN034978
HBTAR001309,HBIN036036
HBTAR001309,HBIN036564
HBTAR001309,HBIN036662
HBTAR001309,HBIN036892
HBTAR001309,HBIN037089
HBTAR001309,HBIN037887
HBTAR001309,HBIN037888
HBTAR001309,HBIN038043
HBTAR001309,HBIN038277
HBTAR001309,HBIN038387
HBTAR001309,HBIN038388
HBTAR001309,HBIN039175
HBTAR001309,HBIN039519
HBTAR001309,HBIN040264
HBTAR001309,HBIN041398
HBTAR001309,HBIN041664
HBTAR001309,HBIN042417
HBTAR001309,HBIN042672
HBTAR001309,HBIN043449
HBTAR001309,HBIN045463
HBTAR001309,HBIN045469
HBTAR001309,HBIN045505
HBTAR001309,HBIN045822
HBTAR001309,HBIN045846
HBTAR001309,HBIN046504
HBTAR001309,HBIN046505
HBTAR001309,HBIN046506
HBTAR001309,HBIN046779
HBTAR001309,HBIN047282
HBTAR001309,HBIN047457
HBTAR001309,HBIN047746
HBTAR001309,HBIN048054
HBTAR001309,HBIN048058
HBTAR001309,HBIN048074
HBTAR001309,HBIN048372
HBTAR001309,HBIN048463
HBTAR001310,HBIN007325
HBTAR001310,HBIN033433
HBTAR001310,HBIN033434
HBTAR001310,HBIN034052
HBTAR001310,HBIN037534
HBTAR001310,HBIN022632
HBTAR001310,HBIN020335
HBTAR001310,HBIN021209
HBTAR001310,HBIN022829
HBTAR001310,HBIN024341
HBTAR001310,HBIN026460
HBTAR001310,HBIN028352
HBTAR001310,HBIN029342
HBTAR001310,HBIN030190
HBTAR001310,HBIN034423
HBTAR001310,HBIN034660
HBTAR001310,HBIN039612
HBTAR001310,HBIN041721
HBTAR001310,HBIN045566
HBTAR001310,HBIN019751
HBTAR001310,HBIN028102
HBTAR001310,HBIN034825
HBTAR001310,HBIN035081
HBTAR001310,HBIN037150
HBTAR001310,HBIN039507
HBTAR001310,HBIN039508
HBTAR001310,HBIN000571
HBTAR001310,HBIN000574
HBTAR001310,HBIN000575
HBTAR001310,HBIN001977
HBTAR001310,HBIN001991
HBTAR001310,HBIN001999
HBTAR001310,HBIN002425
HBTAR001310,HBIN004214
HBTAR001310,HBIN005945
HBTAR001310,HBIN006110
HBTAR001310,HBIN006339
HBTAR001310,HBIN008395
HBTAR001310,HBIN011516
HBTAR001310,HBIN013820
HBTAR001310,HBIN014000
HBTAR001310,HBIN014001
HBTAR001310,HBIN014420
HBTAR001310,HBIN014467
HBTAR001310,HBIN015247
HBTAR001310,HBIN015253
HBTAR001310,HBIN015727
HBTAR001310,HBIN016005
HBTAR001310,HBIN018100
HBTAR001310,HBIN019514
HBTAR001310,HBIN019690
HBTAR001310,HBIN019691
HBTAR001310,HBIN019762
HBTAR001310,HBIN019764
HBTAR001310,HBIN019904
HBTAR001310,HBIN019906
HBTAR001310,HBIN020794
HBTAR001310,HBIN021250
HBTAR001310,HBIN021252
HBTAR001310,HBIN022225
HBTAR001310,HBIN022375
HBTAR001310,HBIN023558
HBTAR001310,HBIN024793
HBTAR001310,HBIN025346
HBTAR001310,HBIN025347
HBTAR001310,HBIN025348
HBTAR001310,HBIN025875
HBTAR001310,HBIN026067
HBTAR001310,HBIN026068
HBTAR001310,HBIN026686
HBTAR001310,HBIN027040
HBTAR001310,HBIN027041
HBTAR001310,HBIN027061
HBTAR001310,HBIN027198
HBTAR001310,HBIN029658
HBTAR001310,HBIN029699
HBTAR001310,HBIN029700
HBTAR001310,HBIN029819
HBTAR001310,HBIN030249
HBTAR001310,HBIN030865
HBTAR001310,HBIN032674
HBTAR001310,HBIN032855
HBTAR001310,HBIN032868
HBTAR001310,HBIN032869
HBTAR001310,HBIN033348
HBTAR001310,HBIN033585
HBTAR001310,HBIN033621
HBTAR001310,HBIN033911
HBTAR001310,HBIN034656
HBTAR001310,HBIN034736
HBTAR001310,HBIN034978
HBTAR001310,HBIN036036
HBTAR001310,HBIN036564
HBTAR001310,HBIN036662
HBTAR001310,HBIN036892
HBTAR001310,HBIN037089
HBTAR001310,HBIN037887
HBTAR001310,HBIN037888
HBTAR001310,HBIN038043
HBTAR001310,HBIN038277
HBTAR001310,HBIN038387
HBTAR001310,HBIN038388
HBTAR001310,HBIN039175
HBTAR001310,HBIN039519
HBTAR001310,HBIN040264
HBTAR001310,HBIN041398
HBTAR001310,HBIN041664
HBTAR001310,HBIN042417
HBTAR001310,HBIN042672
HBTAR001310,HBIN043449
HBTAR001310,HBIN045463
HBTAR001310,HBIN045469
HBTAR001310,HBIN045505
HBTAR001310,HBIN045822
HBTAR001310,HBIN045846
HBTAR001310,HBIN046504
HBTAR001310,HBIN046505
HBTAR001310,HBIN046506
HBTAR001310,HBIN046779
HBTAR001310,HBIN047282
HBTAR001310,HBIN047457
HBTAR001310,HBIN047746
HBTAR001310,HBIN048054
HBTAR001310,HBIN048058
HBTAR001310,HBIN048074
HBTAR001310,HBIN048372
HBTAR001310,HBIN048463
HBTAR001310,HBIN024084
HBTAR001310,HBIN047448
HBTAR001310,HBIN029056
HBTAR001310,HBIN036274
HBTAR001311,HBIN007325
HBTAR001311,HBIN033433
HBTAR001311,HBIN033434
HBTAR001311,HBIN034052
HBTAR001311,HBIN037534
HBTAR001311,HBIN022632
HBTAR001311,HBIN020335
HBTAR001311,HBIN021209
HBTAR001311,HBIN022829
HBTAR001311,HBIN024341
HBTAR001311,HBIN026460
HBTAR001311,HBIN028352
HBTAR001311,HBIN030190
HBTAR001311,HBIN039612
HBTAR001311,HBIN045566
HBTAR001311,HBIN019751
HBTAR001311,HBIN028102
HBTAR001311,HBIN034825
HBTAR001311,HBIN035081
HBTAR001311,HBIN037150
HBTAR001311,HBIN039507
HBTAR001311,HBIN039508
HBTAR001311,HBIN000571
HBTAR001311,HBIN000574
HBTAR001311,HBIN000575
HBTAR001311,HBIN001977
HBTAR001311,HBIN001991
HBTAR001311,HBIN001999
HBTAR001311,HBIN002425
HBTAR001311,HBIN004214
HBTAR001311,HBIN005945
HBTAR001311,HBIN006110
HBTAR001311,HBIN006339
HBTAR001311,HBIN008395
HBTAR001311,HBIN011516
HBTAR001311,HBIN013820
HBTAR001311,HBIN014000
HBTAR001311,HBIN014001
HBTAR001311,HBIN014420
HBTAR001311,HBIN014467
HBTAR001311,HBIN015247
HBTAR001311,HBIN015253
HBTAR001311,HBIN015727
HBTAR001311,HBIN016005
HBTAR001311,HBIN018100
HBTAR001311,HBIN019514
HBTAR001311,HBIN019690
HBTAR001311,HBIN019691
HBTAR001311,HBIN019762
HBTAR001311,HBIN019764
HBTAR001311,HBIN019904
HBTAR001311,HBIN019906
HBTAR001311,HBIN020794
HBTAR001311,HBIN021250
HBTAR001311,HBIN021252
HBTAR001311,HBIN022225
HBTAR001311,HBIN022375
HBTAR001311,HBIN023558
HBTAR001311,HBIN024793
HBTAR001311,HBIN025346
HBTAR001311,HBIN025347
HBTAR001311,HBIN025348
HBTAR001311,HBIN025875
HBTAR001311,HBIN026067
HBTAR001311,HBIN026068
HBTAR001311,HBIN026686
HBTAR001311,HBIN027040
HBTAR001311,HBIN027041
HBTAR001311,HBIN027061
HBTAR001311,HBIN027198
HBTAR001311,HBIN029658
HBTAR001311,HBIN029699
HBTAR001311,HBIN029700
HBTAR001311,HBIN029819
HBTAR001311,HBIN030249
HBTAR001311,HBIN030865
HBTAR001311,HBIN032674
HBTAR001311,HBIN032855
HBTAR001311,HBIN032868
HBTAR001311,HBIN032869
HBTAR001311,HBIN033348
HBTAR001311,HBIN033585
HBTAR001311,HBIN033621
HBTAR001311,HBIN033911
HBTAR001311,HBIN034656
HBTAR001311,HBIN034736
HBTAR001311,HBIN034978
HBTAR001311,HBIN036036
HBTAR001311,HBIN036564
HBTAR001311,HBIN036662
HBTAR001311,HBIN036892
HBTAR001311,HBIN037089
HBTAR001311,HBIN037887
HBTAR001311,HBIN037888
HBTAR001311,HBIN038043
HBTAR001311,HBIN038277
HBTAR001311,HBIN038387
HBTAR001311,HBIN038388
HBTAR001311,HBIN039175
HBTAR001311,HBIN039519
HBTAR001311,HBIN040264
HBTAR001311,HBIN041398
HBTAR001311,HBIN041664
HBTAR001311,HBIN042417
HBTAR001311,HBIN042672
HBTAR001311,HBIN043449
HBTAR001311,HBIN045463
HBTAR001311,HBIN045469
HBTAR001311,HBIN045505
HBTAR001311,HBIN045822
HBTAR001311,HBIN045846
HBTAR001311,HBIN046504
HBTAR001311,HBIN046505
HBTAR001311,HBIN046506
HBTAR001311,HBIN046779
HBTAR001311,HBIN047282
HBTAR001311,HBIN047457
HBTAR001311,HBIN047746
HBTAR001311,HBIN048054
HBTAR001311,HBIN048058
HBTAR001311,HBIN048074
HBTAR001311,HBIN048372
HBTAR001311,HBIN048463
HBTAR001311,HBIN020984
HBTAR001311,HBIN026262
HBTAR001311,HBIN028061
HBTAR001312,HBIN007325
HBTAR001312,HBIN033433
HBTAR001312,HBIN033434
HBTAR001312,HBIN034052
HBTAR001312,HBIN037534
HBTAR001312,HBIN022632
HBTAR001312,HBIN020335
HBTAR001312,HBIN021209
HBTAR001312,HBIN022829
HBTAR001312,HBIN024341
HBTAR001312,HBIN026460
HBTAR001312,HBIN028352
HBTAR001312,HBIN030190
HBTAR001312,HBIN039612
HBTAR001312,HBIN045566
HBTAR001312,HBIN019751
HBTAR001312,HBIN034825
HBTAR001312,HBIN035081
HBTAR001312,HBIN037150
HBTAR001312,HBIN039507
HBTAR001312,HBIN039508
HBTAR001312,HBIN000571
HBTAR001312,HBIN000574
HBTAR001312,HBIN000575
HBTAR001312,HBIN001977
HBTAR001312,HBIN001991
HBTAR001312,HBIN001999
HBTAR001312,HBIN002425
HBTAR001312,HBIN004214
HBTAR001312,HBIN005945
HBTAR001312,HBIN006110
HBTAR001312,HBIN006339
HBTAR001312,HBIN008395
HBTAR001312,HBIN011516
HBTAR001312,HBIN013820
HBTAR001312,HBIN014000
HBTAR001312,HBIN014001
HBTAR001312,HBIN014420
HBTAR001312,HBIN014467
HBTAR001312,HBIN015247
HBTAR001312,HBIN015253
HBTAR001312,HBIN015727
HBTAR001312,HBIN016005
HBTAR001312,HBIN018100
HBTAR001312,HBIN019514
HBTAR001312,HBIN019690
HBTAR001312,HBIN019691
HBTAR001312,HBIN019762
HBTAR001312,HBIN019764
HBTAR001312,HBIN019904
HBTAR001312,HBIN019906
HBTAR001312,HBIN020794
HBTAR001312,HBIN021250
HBTAR001312,HBIN021252
HBTAR001312,HBIN022225
HBTAR001312,HBIN022375
HBTAR001312,HBIN023558
HBTAR001312,HBIN024793
HBTAR001312,HBIN025346
HBTAR001312,HBIN025347
HBTAR001312,HBIN025348
HBTAR001312,HBIN025875
HBTAR001312,HBIN026067
HBTAR001312,HBIN026068
HBTAR001312,HBIN026686
HBTAR001312,HBIN027040
HBTAR001312,HBIN027041
HBTAR001312,HBIN027061
HBTAR001312,HBIN027198
HBTAR001312,HBIN029658
HBTAR001312,HBIN029699
HBTAR001312,HBIN029700
HBTAR001312,HBIN029819
HBTAR001312,HBIN030249
HBTAR001312,HBIN030865
HBTAR001312,HBIN032674
HBTAR001312,HBIN032855
HBTAR001312,HBIN032868
HBTAR001312,HBIN032869
HBTAR001312,HBIN033348
HBTAR001312,HBIN033585
HBTAR001312,HBIN033621
HBTAR001312,HBIN033911
HBTAR001312,HBIN034656
HBTAR001312,HBIN034736
HBTAR001312,HBIN034978
HBTAR001312,HBIN036036
HBTAR001312,HBIN036564
HBTAR001312,HBIN036662
HBTAR001312,HBIN036892
HBTAR001312,HBIN037089
HBTAR001312,HBIN037887
HBTAR001312,HBIN037888
HBTAR001312,HBIN038043
HBTAR001312,HBIN038277
HBTAR001312,HBIN038387
HBTAR001312,HBIN038388
HBTAR001312,HBIN039175
HBTAR001312,HBIN039519
HBTAR001312,HBIN040264
HBTAR001312,HBIN041398
HBTAR001312,HBIN041664
HBTAR001312,HBIN042417
HBTAR001312,HBIN042672
HBTAR001312,HBIN043449
HBTAR001312,HBIN045463
HBTAR001312,HBIN045469
HBTAR001312,HBIN045505
HBTAR001312,HBIN045822
HBTAR001312,HBIN045846
HBTAR001312,HBIN046504
